BranchID,Employer,SalesForceID,TimesheetType,Date,Enrolled Hours-Total,Enrolled Hours-Hourly,HourlyEnrolledWorked,Enrolled Hours-Salaried,Enrolled Users-Total,UnEnrolled Hours,Total Hours(Enrolled + Unenrolled),UnenrolledUsers-Total,Employees in TA,Last TA File Process Date
2025,GO Car Wash,,,2/19/2025 0:00,1287.31,543.31,103,744,196,0,1287.31,0,196,
2025,GO Car Wash,,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/2/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/3/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/4/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/5/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/6/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/7/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/9/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/10/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/11/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/12/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/13/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/14/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/16/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/17/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/18/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/19/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/2/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/3/2025 0:00,3013.33,2470.96,307,542.37,375,0,3013.33,0,375,
2252,GoHealth,0018W00001sjC37QAE,,2/4/2025 0:00,3099.24,2542.24,311,557,381,0,3099.24,0,381,
2252,GoHealth,0018W00001sjC37QAE,,2/5/2025 0:00,3013.01,2469.01,307,544,375,0,3013.01,0,375,
2252,GoHealth,0018W00001sjC37QAE,,2/6/2025 0:00,2999.72,2443.72,301,556,371,0,2999.72,0,371,
2252,GoHealth,0018W00001sjC37QAE,,2/7/2025 0:00,2746.93,2185.93,302,561,372,0,2746.93,0,372,
2252,GoHealth,0018W00001sjC37QAE,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/9/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/10/2025 0:00,3110.01,2549.01,316,561,386,0,3110.01,0,386,
2252,GoHealth,0018W00001sjC37QAE,,2/11/2025 0:00,3081.15,2529.15,311,552,380,0,3081.15,0,380,
2252,GoHealth,0018W00001sjC37QAE,,2/12/2025 0:00,3163.46,2619.46,316,544,384,0,3163.46,0,384,
2252,GoHealth,0018W00001sjC37QAE,,2/13/2025 0:00,2931.13,2418.71,308,512.42,374,0,2931.13,0,374,
2252,GoHealth,0018W00001sjC37QAE,,2/14/2025 0:00,2696.6,2159.25,305,537.35,375,0,2696.6,0,375,
2252,GoHealth,0018W00001sjC37QAE,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/16/2025 0:00,0,0,0,0,0,0,0,0,0,
2252,GoHealth,0018W00001sjC37QAE,,2/17/2025 0:00,3003.23,2451.23,305,552,374,0,3003.23,0,374,
2252,GoHealth,0018W00001sjC37QAE,,2/18/2025 0:00,3133.53,2582.23,308,551.3,378,0,3133.53,0,378,
2252,GoHealth,0018W00001sjC37QAE,,2/19/2025 0:00,2063.05,1503.05,265,560,335,0,2063.05,0,335,
2252,GoHealth,0018W00001sjC37QAE,,2/20/2025 0:00,59,51,10,8,11,0,59,0,11,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/1/2025 0:00,186.25,186.25,17,0,17,0,186.25,0,17,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/2/2025 0:00,151.5,151.5,16,0,16,0,151.5,0,16,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/3/2025 0:00,749.77,685.77,80,64,88,0,749.77,0,88,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/4/2025 0:00,787,723,80,64,88,0,787,0,88,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/5/2025 0:00,697.73,633.73,71,64,79,0,697.73,0,79,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/6/2025 0:00,669.15,605.15,72,64,80,0,669.15,0,80,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/7/2025 0:00,528.75,464.75,62,64,70,0,528.75,0,70,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/8/2025 0:00,157.5,157.5,17,0,17,0,157.5,0,17,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/9/2025 0:00,113.25,113.25,13,0,13,0,113.25,0,13,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/10/2025 0:00,690,626,72,64,80,0,690,0,80,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/11/2025 0:00,728,664,76,64,84,0,728,0,84,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/12/2025 0:00,615.5,551.5,67,64,75,0,615.5,0,75,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/13/2025 0:00,688.5,624.5,72,64,80,0,688.5,0,80,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/14/2025 0:00,602.23,538.23,69,64,77,0,602.23,0,77,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/15/2025 0:00,130.25,130.25,16,0,16,0,130.25,0,16,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/16/2025 0:00,126,126,14,0,14,0,126,0,14,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/17/2025 0:00,763,699,80,64,88,0,763,0,88,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/18/2025 0:00,542.75,478.75,68,64,76,0,542.75,0,76,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/19/2025 0:00,399.5,335.5,45,64,53,0,399.5,0,53,
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
1948,Good Foods,0011I00001TSHUQ,,2/1/2025 0:00,95.22,95.22,14,0,14,0,95.22,0,14,
1948,Good Foods,0011I00001TSHUQ,,2/2/2025 0:00,59.33,59.33,7,0,7,0,59.33,0,7,
1948,Good Foods,0011I00001TSHUQ,,2/3/2025 0:00,454.69,406.69,45,48,51,0,454.69,0,51,
1948,Good Foods,0011I00001TSHUQ,,2/4/2025 0:00,441.76,393.76,43,48,49,0,441.76,0,49,
1948,Good Foods,0011I00001TSHUQ,,2/5/2025 0:00,464.94,416.94,48,48,54,0,464.94,0,54,
1948,Good Foods,0011I00001TSHUQ,,2/6/2025 0:00,418.72,370.72,47,48,53,0,418.72,0,53,
1948,Good Foods,0011I00001TSHUQ,,2/7/2025 0:00,221.64,173.64,30,48,36,0,221.64,0,36,
1948,Good Foods,0011I00001TSHUQ,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,
1948,Good Foods,0011I00001TSHUQ,,2/9/2025 0:00,53.31,53.31,6,0,6,183.07,236.38,19,25,
1948,Good Foods,0011I00001TSHUQ,,2/10/2025 0:00,419.21,371.21,41,48,47,1682.33,2101.54,214,261,
1948,Good Foods,0011I00001TSHUQ,,2/11/2025 0:00,432.48,384.48,44,48,50,0,432.48,0,50,
1948,Good Foods,0011I00001TSHUQ,,2/12/2025 0:00,419.04,371.04,42,48,48,0,419.04,0,48,
1948,Good Foods,0011I00001TSHUQ,,2/13/2025 0:00,404.22,356.22,43,48,49,0,404.22,0,49,
1948,Good Foods,0011I00001TSHUQ,,2/14/2025 0:00,265.08,217.08,34,48,40,0,265.08,0,40,
1948,Good Foods,0011I00001TSHUQ,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,
1948,Good Foods,0011I00001TSHUQ,,2/16/2025 0:00,25.86,25.86,3,0,3,0,25.86,0,3,
1948,Good Foods,0011I00001TSHUQ,,2/17/2025 0:00,213.91,165.91,20,48,26,0,213.91,0,26,
1948,Good Foods,0011I00001TSHUQ,,2/18/2025 0:00,443.63,395.63,45,48,51,0,443.63,0,51,
1948,Good Foods,0011I00001TSHUQ,,2/19/2025 0:00,192.43,144.43,20,48,26,0,192.43,0,26,
1948,Good Foods,0011I00001TSHUQ,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/1/2025 0:00,369.79,353.79,46,16,48,0,369.79,0,48,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/2/2025 0:00,111.09,104.59,16,6.5,17,0,111.09,0,17,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/3/2025 0:00,469.29,406.29,56,63,64,0,469.29,0,64,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/4/2025 0:00,439.29,372.29,51,67,59,0,439.29,0,59,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/5/2025 0:00,365.45,298.45,41,67,49,0,365.45,0,49,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/6/2025 0:00,394.23,329.73,43,64.5,51,0,394.23,0,51,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/7/2025 0:00,433.74,369.74,51,64,59,0,433.74,0,59,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/8/2025 0:00,362.6,362.6,47,0,47,0,362.6,0,47,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/9/2025 0:00,97.35,97.35,16,0,16,0,97.35,0,16,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/10/2025 0:00,463.88,399.88,55,64,63,0,463.88,0,63,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/11/2025 0:00,428.85,364.85,53,64,61,0,428.85,0,61,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/12/2025 0:00,370.56,306.56,46,64,54,0,370.56,0,54,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/13/2025 0:00,446.36,382.36,52,64,60,0,446.36,0,60,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/14/2025 0:00,464.49,400.49,54,64,62,0,464.49,0,62,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/15/2025 0:00,358.24,358.24,49,0,49,0,358.24,0,49,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/16/2025 0:00,147.32,147.32,25,0,25,0,147.32,0,25,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/17/2025 0:00,422.97,358.97,50,64,58,0,422.97,0,58,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/18/2025 0:00,405.73,341.73,47,64,55,0,405.73,0,55,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/19/2025 0:00,198.68,134.68,23,64,31,0,198.68,0,31,
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,,2/20/2025 0:00,8,8,1,0,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,
2096,Goodwill Industries of Northwest North Carolina,,,2/2/2025 0:00,0,0,0,0,0,0,0,0,0,
2096,Goodwill Industries of Northwest North Carolina,,,2/3/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/4/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/5/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/6/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/7/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2096,Goodwill Industries of Northwest North Carolina,,,2/9/2025 0:00,0,0,0,0,0,0,0,0,0,
2096,Goodwill Industries of Northwest North Carolina,,,2/10/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/11/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/12/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/13/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/14/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,
2096,Goodwill Industries of Northwest North Carolina,,,2/16/2025 0:00,0,0,0,0,0,0,0,0,0,
2096,Goodwill Industries of Northwest North Carolina,,,2/17/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/18/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/19/2025 0:00,8,0,0,8,1,0,8,0,1,
2096,Goodwill Industries of Northwest North Carolina,,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/2/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/3/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/4/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/5/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/6/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/7/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/9/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/10/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/11/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/12/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/13/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/14/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/16/2025 0:00,0,0,0,0,0,0,0,0,0,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/17/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/18/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/19/2025 0:00,16,0,0,16,2,0,16,0,2,
2193,GOSH Enterprises,0018W00002H4fsnQAB,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
2256,Grace Management,0018W00001shoGAQAY,,2/1/2025 0:00,2692.88,2692.88,332,0,332,0,2692.88,0,332,
2256,Grace Management,0018W00001shoGAQAY,,2/2/2025 0:00,2572.82,2572.82,312,0,312,0,2572.82,0,312,
2256,Grace Management,0018W00001shoGAQAY,,2/3/2025 0:00,3418.17,3162.17,401,256,433,0,3418.17,0,433,
2256,Grace Management,0018W00001shoGAQAY,,2/4/2025 0:00,3486.17,3230.17,425,256,457,0,3486.17,0,457,
2256,Grace Management,0018W00001shoGAQAY,,2/5/2025 0:00,3680.56,3424.56,450,256,482,0,3680.56,0,482,
2256,Grace Management,0018W00001shoGAQAY,,2/6/2025 0:00,3700.56,3444.56,451,256,483,0,3700.56,0,483,
2256,Grace Management,0018W00001shoGAQAY,,2/7/2025 0:00,3632.03,3376.03,428,256,460,0,3632.03,0,460,
2256,Grace Management,0018W00001shoGAQAY,,2/8/2025 0:00,2739.13,2739.13,345,0,345,0,2739.13,0,345,
2256,Grace Management,0018W00001shoGAQAY,,2/9/2025 0:00,2411.72,2411.72,301,0,301,0,2411.72,0,301,
2256,Grace Management,0018W00001shoGAQAY,,2/10/2025 0:00,3270.45,3014.45,386,256,418,0,3270.45,0,418,
2256,Grace Management,0018W00001shoGAQAY,,2/11/2025 0:00,3567.81,3311.81,436,256,468,0,3567.81,0,468,
2256,Grace Management,0018W00001shoGAQAY,,2/12/2025 0:00,3662.71,3406.71,445,256,477,0,3662.71,0,477,
2256,Grace Management,0018W00001shoGAQAY,,2/13/2025 0:00,3586.79,3330.79,443,256,475,0,3586.79,0,475,
2256,Grace Management,0018W00001shoGAQAY,,2/14/2025 0:00,3358.89,3102.89,400,256,432,0,3358.89,0,432,
2256,Grace Management,0018W00001shoGAQAY,,2/15/2025 0:00,2763.3,2763.3,336,0,336,0,2763.3,0,336,
2256,Grace Management,0018W00001shoGAQAY,,2/16/2025 0:00,2482.22,2482.22,304,0,304,0,2482.22,0,304,
2256,Grace Management,0018W00001shoGAQAY,,2/17/2025 0:00,3351.16,3095.16,393,256,425,0,3351.16,0,425,
2256,Grace Management,0018W00001shoGAQAY,,2/18/2025 0:00,3474.33,3218.33,429,256,461,0,3474.33,0,461,
2256,Grace Management,0018W00001shoGAQAY,,2/19/2025 0:00,1929.74,1673.74,261,256,293,0,1929.74,0,293,
2256,Grace Management,0018W00001shoGAQAY,,2/20/2025 0:00,80,80,10,0,10,0,80,0,10,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/1/2025 0:00,340,340,35,0,35,0,340,0,35,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/2/2025 0:00,390.63,390.63,40,0,40,0,390.63,0,40,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/3/2025 0:00,455.82,447.82,52,8,53,0,455.82,0,53,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/4/2025 0:00,483.74,475.74,58,8,59,0,483.74,0,59,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/5/2025 0:00,517.65,509.65,56,8,57,0,517.65,0,57,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/6/2025 0:00,532.22,524.22,60,8,61,0,532.22,0,61,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/7/2025 0:00,466.93,458.93,52,8,53,0,466.93,0,53,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/8/2025 0:00,385.15,385.15,43,0,43,0,385.15,0,43,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/9/2025 0:00,396.86,396.86,43,0,43,0,396.86,0,43,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/10/2025 0:00,441.39,433.39,50,8,51,0,441.39,0,51,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/11/2025 0:00,525.23,517.23,66,8,67,0,525.23,0,67,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/12/2025 0:00,454.93,446.93,52,8,53,0,454.93,0,53,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/13/2025 0:00,419.82,411.82,48,8,49,0,419.82,0,49,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/14/2025 0:00,481.84,473.84,52,8,53,0,481.84,0,53,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/15/2025 0:00,369.84,369.84,37,0,37,0,369.84,0,37,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/16/2025 0:00,378.42,378.42,38,0,38,0,378.42,0,38,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/17/2025 0:00,454.32,446.32,50,8,51,0,454.32,0,51,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/18/2025 0:00,450.69,442.69,49,8,50,0,450.69,0,50,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/19/2025 0:00,166.1,158.1,22,8,23,0,166.1,0,23,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,,2/20/2025 0:00,56,56,7,0,7,0,56,0,7,
2182,Greystone,0018W00002H2xaEQAR,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/2/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/3/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/4/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/5/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/6/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/7/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/9/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/10/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/11/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/12/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/13/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/14/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/16/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/17/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/18/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/19/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2182,Greystone,0018W00002H2xaEQAR,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01344
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/2/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/3/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/4/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/5/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/6/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/7/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/9/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/10/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/11/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/12/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/13/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/14/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/15/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/16/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/17/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/18/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/19/2025 0:00,0,0,0,0,0,0,0,0,0,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,,2/20/2025 0:00,0,0,0,0,0,0,0,0,0,
2017,GSP Retail,0018W00001si31q,,2/1/2025 0:00,0,0,0,0,0,0,0,0,0,
